case,x_m,Nu,Nu_reference,Cf,Cf_reference,q_wall_W_m2
taller,0.3645833333333333,55.51509577464743,51.92408543936006,0.006754305121213612,0.006050544226174077,391.3338408434576
taller,0.38541666666666663,54.71858661505297,51.3345108871916,0.006550797677523774,0.005884744340243646,364.8694510720506
taller,0.40625,54.268803553575346,51.04111193363978,0.006364821396207838,0.005731867709549103,343.31280032661823
taller,0.4270833333333333,54.053334153866984,50.948235989748106,0.006194032726471167,0.005590318264318069,325.269234205904
taller,0.44791666666666663,54.0031024864126,50.99673411656102,0.006036493360945569,0.0054587629362531885,309.85221966157485
taller,0.46875,54.07319305291376,51.147983058488464,0.005890586049866529,0.005336078439684783,296.46529311144184
taller,0.4895833333333333,54.233092380911636,51.37567393926376,0.005754950767972708,0.00522131064933239,284.689118132309
taller,0.5104166666666666,54.461334505783576,51.66127150921452,0.005628435621103011,0.005113643196174081,274.2183765156516
taller,0.53125,54.74238267885772,51.99135326095308,0.005510058615204485,0.005012372907099532,264.8243265593682
taller,0.5520833333333333,55.06472350806767,52.355974955783275,0.005398977555216006,0.0049168903928119385,256.3314827152917
taller,0.5729166666666666,55.41965456308994,52.74762665435872,0.0052944661130605135,0.004826664555365322,248.6024940691919
taller,0.59375,55.80048667691717,53.160543599887184,0.00519589463494658,0.004741230113072655,241.52800127945622
taller,0.6145833333333333,56.202003768014386,53.59023835862548,0.0051027146304177835,0.004660177471980821,235.01963338380529
taller,0.6354166666666666,56.620087843750206,54.033175357019424,0.005014446151224402,0.004583144439497478,229.00505037393532
taller,0.65625,57.05145298680388,54.48653961599327,0.004930667461002759,0.004509809396864699,223.42435683975006
taller,0.6770833333333333,57.49345306123982,54.94806931672996,0.004851006539499446,0.004439885636349545,218.22745752721679
taller,0.6979166666666666,57.943940420282296,55.415932551376685,0.00477513407318415,0.004373116635390917,213.37207433570222
taller,0.71875,58.40116065126454,55.88863524392395,0.004702757668727335,0.004309272089833592,208.82223704173896
taller,0.7395833333333333,58.86367333114645,56.36495143630451,0.00463361709566211,0.004248144566237034,204.54711949662615
taller,0.7604166666666666,59.33029201585642,56.84386986917843,0.0045674804272289845,0.004189546662223315,200.52013213906983
taller,0.78125,59.80003892119408,57.3245526000606,0.004504141011775876,0.004133308586191126,196.71820803516007
taller,0.8020833333333333,60.2721113971649,57.80630262645925,0.0044434152804649464,0.004079276085114326,193.12123797283803
taller,0.8229166666666666,60.745858645249285,58.288538323510934,0.004385141491995157,0.004027308662767698,189.71162335387223
taller,0.84375,61.22076844537556,58.770773093133265,0.004329179655344717,0.0039772780414687285,186.4739258128773
taller,0.8645833333333333,61.6964651658456,59.25259903765525,0.004275413160172574,0.00392906682895554,183.39460103274013
taller,0.8854166666666666,62.17271792544764,59.7336737692227,0.004223752586382299,0.003882567358835548,180.46179960666404
taller,0.90625,62.64943198926513,60.213709682865684,0.004174132700120165,0.0038376806785143654,177.6651478205919
taller,0.9270833333333333,63.12684407129464,60.6924651801245,0.00412649298454426,0.00379431566293743,174.99612325022267
taller,0.9479166666666666,63.609006236799694,61.16973744808831,0.004081576055822227,0.0037523882360688456,172.4572969092662
taller,0.96875,64.09626013538639,61.645356487055146,0.004046146825248293,0.0037118206849635943,170.04117527529604
taller,0.9895833333333333,64.1484832567803,62.1191801468031,0.003915720864213707,0.0036725410536935007,166.59698725381935
