GeneratedHeatWPerM2,RejectedHeatWPerM2,InterfaceHeatFluxWPerM2,AnalyticalHeatFluxWPerM2,InterfaceTemperatureK,SurfaceTemperatureK
75000,75000.0000000008,75000,75000,388.15,378.150000000001
